complaint_id,date,lat,lng,medicine_id,purchased_from_facility_id,description,reported_price,standard_price,estimated_loss,verified,district,city,state,postcode
CMP-0219B907,2022-11-29,4.58909,101.078531,MED-80150E17,,No improvement after full course; lab test confirmed inactive ingredient.,13.44,18.0,22.56,False,Puchong,Puchong,Selangor,47100
CMP-D2CD8233,2024-02-21,2.196879,102.248175,MED-87F56986,,Expiry date appears tampered — original date scratched off.,4.65,8.0,11.35,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-203BF969,2024-02-11,3.081201,101.507064,MED-BFB0E7CA,FAC-5E4DE973,Outer box appeared genuine but inner foil pack had no hologram.,28.68,30.0,1.32,True,Shah Alam,Shah Alam,Selangor,40000
CMP-88670DA8,2023-05-06,5.422551,100.340106,MED-B85A6ED2,,Blister pack labelling inconsistent with MOH-registered product.,2.57,5.5,8.43,False,Kulim,Kulim,Kedah,09000
CMP-A0A0D23D,2024-01-16,2.724529,101.943241,MED-9EB4B8D6,,Multiple neighbours bought same batch; all reported ineffectiveness.,3.29,7.0,10.71,False,Johor Bahru,Johor Bahru,Johor,80000
CMP-4BF82C73,2024-03-31,2.738442,101.909458,MED-59EB08A3,FAC-8AE744B9,Patient hospitalised after consumption; batch number not in national registry.,14.93,12.0,2.93,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-5DF8E229,2022-11-28,3.081111,101.532157,MED-0A195B42,,Multiple neighbours bought same batch; all reported ineffectiveness.,9.05,14.0,18.95,True,Kulim,Kulim,Kedah,09000
CMP-8425D7C5,2022-07-04,3.078935,101.532376,MED-BFB0E7CA,,No improvement after full course; lab test confirmed inactive ingredient.,21.82,30.0,38.18,False,Manjung,Seri Manjung,Perak,32000
CMP-329F3046,2022-07-19,3.16562,101.694751,MED-BFB0E7CA,,Expiry date appears tampered — original date scratched off.,9.36,30.0,50.64,True,Langkawi,Kuah,Kedah,07000
CMP-2E66F428,2024-11-06,3.160938,101.693316,MED-B85A6ED2,,Patient hospitalised after consumption; batch number not in national registry.,2.26,5.5,8.74,False,Taiping,Taiping,Perak,34000
CMP-B250C885,2023-09-10,5.423726,100.337374,MED-9EB4B8D6,,Price was 60% below standard — suspect adulterated product.,2.2,7.0,11.8,False,Melaka Tengah,Melaka,Melaka,75000
CMP-C04A89B4,2024-09-01,2.746513,101.978216,MED-A2FD86E4,FAC-0CCF18D7,Online purchase via Telegram; seller account now deleted.,23.08,22.0,1.08,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-A5E10D5F,2024-02-21,3.046007,101.445287,MED-B036DD9C,,Barcode does not scan; product unverifiable in MOH system.,62.76,95.0,127.24,True,Seberang Perai,Perai,Penang,13600
CMP-74CFC340,2024-05-06,3.164373,101.700332,MED-0A195B42,,Seller refused to provide receipt; medicine stored without refrigeration.,4.53,14.0,23.47,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-F674DA93,2022-12-28,4.590601,101.080162,MED-94DCD221,,Packaging seal already broken upon purchase.,3.95,6.0,8.05,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-4926C095,2024-03-04,3.161079,101.731722,MED-48A0F963,FAC-8CEDD07B,Outer box appeared genuine but inner foil pack had no hologram.,7.23,12.0,4.77,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-3C46BC14,2024-08-22,2.727297,101.943869,MED-59EB08A3,,Packaging seal already broken upon purchase.,7.7,12.0,16.3,True,Ampang,Ampang,Selangor,68000
CMP-0D79A425,2022-08-12,3.079989,101.527369,MED-87F56986,,Outer box appeared genuine but inner foil pack had no hologram.,4.51,8.0,11.49,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-B2DD88E6,2024-11-23,3.161898,101.701892,MED-87F56986,,Multiple neighbours bought same batch; all reported ineffectiveness.,5.94,8.0,10.06,False,Sentul,Kuala Lumpur,Kuala Lumpur,51000
CMP-842448F6,2024-09-11,4.59042,101.082326,MED-48A0F963,,Patient hospitalised after consumption; batch number not in national registry.,8.97,12.0,15.03,False,Kajang,Kajang,Selangor,43000
CMP-D2568FF5,2024-01-06,3.079118,101.530364,MED-B036DD9C,,Blister pack labelling inconsistent with MOH-registered product.,28.64,95.0,161.36,False,Melaka Tengah,Melaka,Melaka,75000
CMP-DE991AE5,2023-10-06,1.488059,103.74897,MED-A601320E,FAC-4692ED35,Tablet colour differs from usual; patient experienced no relief.,10.19,18.5,8.31,False,Skudai,Johor Bahru,Johor,81300
CMP-96AC21BC,2024-12-22,4.592447,101.128987,MED-B71DF9FF,FAC-3ECA68E5,Medicine purchased from street vendor near the market.,8.19,6.5,1.69,False,Ipoh,Ipoh,Perak,30000
CMP-9E3E2FB0,2024-11-07,4.643427,101.097871,MED-B85A6ED2,FAC-28F771B5,Multiple neighbours bought same batch; all reported ineffectiveness.,4.87,5.5,0.63,False,Ipoh,Ipoh,Perak,30000
CMP-3890E773,2022-10-27,3.082774,101.50528,MED-59EB08A3,FAC-5E4DE973,Seller refused to provide receipt; medicine stored without refrigeration.,12.33,12.0,0.33,False,Shah Alam,Shah Alam,Selangor,40000
CMP-5C408E4E,2023-06-08,2.208994,102.232702,MED-87F56986,FAC-7CD58BBC,Multiple neighbours bought same batch; all reported ineffectiveness.,9.61,8.0,1.61,True,Melaka Tengah,Melaka,Melaka,75000
CMP-7BB64BC0,2022-12-24,2.727121,101.944973,MED-0A195B42,,Online purchase via Telegram; seller account now deleted.,9.6,14.0,18.4,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-DC13455C,2022-05-07,1.462513,103.762518,MED-80150E17,,Online purchase via Telegram; seller account now deleted.,8.46,18.0,27.54,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-524545BF,2023-06-06,1.487594,103.762826,MED-FB58034C,FAC-3BA9B7FF,Medicine purchased from street vendor near the market.,18.49,22.0,3.51,False,Kulai,Kulai,Johor,81000
CMP-E5702298,2022-12-08,3.060348,101.565624,MED-80150E17,FAC-17D3633A,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,18.34,18.0,0.34,True,Klang,Klang,Selangor,41000
CMP-CFF59156,2023-12-24,5.645723,100.485681,MED-FB58034C,,Online purchase via Telegram; seller account now deleted.,14.06,22.0,29.94,True,Butterworth,Butterworth,Penang,12000
CMP-25A49E8C,2022-05-29,3.099693,101.700087,MED-D0A5410E,FAC-44382B09,Blister pack labelling inconsistent with MOH-registered product.,4.24,4.0,0.24,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-C1C7131D,2024-01-15,4.644702,101.094212,MED-B85A6ED2,FAC-28F771B5,Seller refused to provide receipt; medicine stored without refrigeration.,4.83,5.5,0.67,True,Ipoh,Ipoh,Perak,30000
CMP-E8E05A99,2022-08-30,2.749165,101.976903,MED-94DCD221,FAC-0CCF18D7,Medicine purchased from street vendor near the market.,5.23,6.0,0.77,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-4D5981D1,2024-08-28,3.162797,101.695047,MED-F1BD0EC9,,Online purchase via Telegram; seller account now deleted.,6.26,8.5,10.74,True,Kulim,Kulim,Kedah,09000
CMP-B44F9D81,2022-03-02,3.16393,101.700183,MED-FB58034C,,No improvement after full course; lab test confirmed inactive ingredient.,12.85,22.0,31.15,True,Alor Setar,Alor Setar,Kedah,05000
CMP-0A2BDC80,2024-08-13,1.459282,103.76018,MED-B036DD9C,,Patient hospitalised after consumption; batch number not in national registry.,67.83,95.0,122.17,True,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-D3BAEA71,2024-05-11,3.077718,101.532333,MED-D0A5410E,,Patient hospitalised after consumption; batch number not in national registry.,2.46,4.0,5.54,False,Kajang,Kajang,Selangor,43000
CMP-72584C62,2022-07-26,6.138088,100.366486,MED-D0A5410E,FAC-E691F464,Blister pack labelling inconsistent with MOH-registered product.,2.67,4.0,1.33,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-5EB2CDCB,2022-09-03,3.087524,101.467333,MED-F1BD0EC9,FAC-F9EE4390,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,7.4,8.5,1.1,True,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-FDE5263F,2022-12-18,3.044337,101.444328,MED-FB58034C,,Unusual smell and texture; patient developed a rash after use.,10.67,22.0,33.33,False,Melaka Tengah,Melaka,Melaka,75000
CMP-29D71F2B,2023-12-28,4.591416,101.079238,MED-F1BD0EC9,,Tablet colour differs from usual; patient experienced no relief.,3.89,8.5,13.11,True,Batu Pahat,Batu Pahat,Johor,83000
CMP-DD3C4B8D,2024-04-08,3.047371,101.442691,MED-D0A5410E,,Online purchase via Telegram; seller account now deleted.,2.16,4.0,5.84,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-F7E7A059,2022-07-01,3.165594,101.698976,MED-9EB4B8D6,,Tablet colour differs from usual; patient experienced no relief.,5.21,7.0,8.79,False,Puchong,Puchong,Selangor,47100
CMP-FF078A17,2024-03-07,2.737484,101.906854,MED-BFB0E7CA,FAC-8AE744B9,Outer box appeared genuine but inner foil pack had no hologram.,16.25,30.0,13.75,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-3FF67E81,2022-04-22,2.684998,101.966618,MED-59EB08A3,FAC-A3606986,Price was 60% below standard — suspect adulterated product.,12.44,12.0,0.44,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-0F7AA9E3,2024-12-28,3.133298,101.710521,MED-C029044A,FAC-9781E0DC,Tablet colour differs from usual; patient experienced no relief.,5.71,9.0,3.29,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-30366141,2022-05-19,4.589737,101.08224,MED-1711A01F,,Blister pack labelling inconsistent with MOH-registered product.,1.12,2.5,3.88,True,Langkawi,Kuah,Kedah,07000
CMP-A8CD0868,2022-04-04,5.450665,100.289615,MED-FB58034C,FAC-0A5D8A94,Unusual smell and texture; patient developed a rash after use.,12.15,22.0,9.85,False,Seberang Perai,Perai,Penang,13600
CMP-CB21A695,2024-09-26,3.041612,101.444745,MED-FB58034C,,Tablet colour differs from usual; patient experienced no relief.,15.74,22.0,28.26,True,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-1FCAB16C,2023-01-05,2.750205,101.976101,MED-FB58034C,FAC-0CCF18D7,Multiple neighbours bought same batch; all reported ineffectiveness.,13.52,22.0,8.48,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-2A7920B2,2023-10-31,2.724318,101.944566,MED-B71DF9FF,,Online purchase via Telegram; seller account now deleted.,4.86,6.5,8.14,True,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-28FC1E5E,2023-10-29,3.160154,101.695205,MED-B71DF9FF,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,2.82,6.5,10.18,False,Johor Bahru,Johor Bahru,Johor,80000
CMP-8E64278A,2023-04-24,1.46188,103.758289,MED-0A195B42,,Unusual smell and texture; patient developed a rash after use.,6.61,14.0,21.39,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-2461CDE1,2022-08-07,4.59048,101.080238,MED-87F56986,,Outer box appeared genuine but inner foil pack had no hologram.,4.78,8.0,11.22,False,Manjung,Seri Manjung,Perak,32000
CMP-848226C0,2023-09-21,2.746911,101.976858,MED-A2FD86E4,FAC-0CCF18D7,Expiry date appears tampered — original date scratched off.,24.1,22.0,2.1,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-CCF44CD1,2024-07-18,5.427259,100.340315,MED-0A195B42,,Tablet colour differs from usual; patient experienced no relief.,5.41,14.0,22.59,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-ECC2587D,2023-07-05,1.491832,103.731086,MED-48A0F963,FAC-C84DEF5D,Patient hospitalised after consumption; batch number not in national registry.,8.17,12.0,3.83,True,Kulai,Kulai,Johor,81000
CMP-8B31BF79,2024-04-06,2.211472,102.230948,MED-C029044A,FAC-7CD58BBC,Tablet colour differs from usual; patient experienced no relief.,11.33,9.0,2.33,True,Melaka Tengah,Melaka,Melaka,75000
CMP-4993C0AE,2024-02-10,3.081054,101.504176,MED-C029044A,FAC-5E4DE973,Online purchase via Telegram; seller account now deleted.,8.22,9.0,0.78,True,Shah Alam,Shah Alam,Selangor,40000
CMP-BBC475C5,2023-10-24,1.458831,103.763408,MED-BFB0E7CA,,Multiple neighbours bought same batch; all reported ineffectiveness.,10.75,30.0,49.25,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-AD5A4617,2024-03-17,3.045762,101.444063,MED-C029044A,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,3.84,9.0,14.16,True,Seberang Perai,Perai,Penang,13600
CMP-61871B90,2023-10-30,5.42545,100.340294,MED-9EB4B8D6,,Expiry date appears tampered — original date scratched off.,2.47,7.0,11.53,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-3250B9C2,2023-01-16,5.648031,100.486269,MED-BFB0E7CA,,Price was 60% below standard — suspect adulterated product.,19.2,30.0,40.8,True,Skudai,Johor Bahru,Johor,81300
CMP-849C11B4,2024-07-23,3.06322,101.565211,MED-99B74A7E,FAC-17D3633A,Unusual smell and texture; patient developed a rash after use.,20.52,25.0,4.48,False,Klang,Klang,Selangor,41000
CMP-DDD6F57E,2023-02-23,1.460128,103.763359,MED-59EB08A3,,Packaging seal already broken upon purchase.,8.75,12.0,15.25,True,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-7A3476E3,2023-07-06,2.223296,102.239326,MED-28EB3902,FAC-6B4B764D,Packaging seal already broken upon purchase.,66.85,55.0,11.85,False,Jasin,Jasin,Melaka,77000
CMP-B4E9FB79,2022-10-30,1.460822,103.75841,MED-48A0F963,,Unusual smell and texture; patient developed a rash after use.,3.79,12.0,20.21,False,Alor Setar,Alor Setar,Kedah,05000
CMP-2D65DBCE,2023-05-19,5.451776,100.290684,MED-28EB3902,FAC-0A5D8A94,Outer box appeared genuine but inner foil pack had no hologram.,54.52,55.0,0.48,True,Seberang Perai,Perai,Penang,13600
CMP-36FE4689,2022-05-31,6.086756,100.328258,MED-D0A5410E,FAC-F1874C81,Multiple neighbours bought same batch; all reported ineffectiveness.,2.52,4.0,1.48,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-637F339A,2022-03-24,1.456757,103.760132,MED-28EB3902,,Barcode does not scan; product unverifiable in MOH system.,21.11,55.0,88.89,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-22CC6824,2024-12-07,2.228712,102.26257,MED-BFB0E7CA,FAC-0218137B,No improvement after full course; lab test confirmed inactive ingredient.,33.67,30.0,3.67,True,Melaka Tengah,Melaka,Melaka,75000
CMP-DA1918FF,2022-12-12,3.044867,101.44866,MED-9EB4B8D6,,Outer box appeared genuine but inner foil pack had no hologram.,4.25,7.0,9.75,False,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-1AE2ADDF,2024-03-13,4.588156,101.080192,MED-B036DD9C,,Packaging seal already broken upon purchase.,34.64,95.0,155.36,False,Teluk Intan,Teluk Intan,Perak,36000
CMP-1D886B5C,2023-01-04,1.461967,103.761854,MED-9EB4B8D6,,Online purchase via Telegram; seller account now deleted.,4.4,7.0,9.6,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-02A1FBBA,2024-04-25,4.588628,101.080346,MED-59EB08A3,,Online purchase via Telegram; seller account now deleted.,8.05,12.0,15.95,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-DDC197FF,2024-03-24,5.426653,100.338345,MED-0A195B42,,Tablet colour differs from usual; patient experienced no relief.,6.47,14.0,21.53,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-81B831C5,2024-03-29,3.165058,101.695232,MED-B036DD9C,,Patient hospitalised after consumption; batch number not in national registry.,39.45,95.0,150.55,False,Ipoh,Ipoh,Perak,30000
CMP-3562A83A,2024-11-07,3.081708,101.531273,MED-FB58034C,,Price was 60% below standard — suspect adulterated product.,15.19,22.0,28.81,True,Skudai,Johor Bahru,Johor,81300
CMP-613A0120,2023-08-06,2.752817,101.927565,MED-48A0F963,FAC-8F026DD1,Seller refused to provide receipt; medicine stored without refrigeration.,14.82,12.0,2.82,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-501D0089,2022-12-25,2.740773,101.908395,MED-B036DD9C,FAC-8AE744B9,Outer box appeared genuine but inner foil pack had no hologram.,119.37,95.0,24.37,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-F39EA968,2022-09-28,2.729309,101.969015,MED-59EB08A3,FAC-4C4DEC32,Outer box appeared genuine but inner foil pack had no hologram.,6.09,12.0,5.91,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-BD45CCB7,2024-05-26,2.726602,101.944177,MED-28EB3902,,Online purchase via Telegram; seller account now deleted.,28.49,55.0,81.51,False,Kajang,Kajang,Selangor,43000
CMP-B32AFFAE,2022-03-14,2.753099,101.928402,MED-C029044A,FAC-8F026DD1,Patient hospitalised after consumption; batch number not in national registry.,7.41,9.0,1.59,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-5C3C7417,2024-10-09,3.046944,101.442109,MED-28EB3902,,Outer box appeared genuine but inner foil pack had no hologram.,35.59,55.0,74.41,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-97F31FF1,2022-07-02,4.589667,101.080058,MED-48A0F963,,Seller refused to provide receipt; medicine stored without refrigeration.,4.04,12.0,19.96,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-5D73ED30,2023-08-21,4.643903,101.097173,MED-B036DD9C,FAC-28F771B5,Barcode does not scan; product unverifiable in MOH system.,73.44,95.0,21.56,True,Ipoh,Ipoh,Perak,30000
CMP-00C4F21F,2024-02-23,2.752843,101.929489,MED-48A0F963,FAC-8F026DD1,Outer box appeared genuine but inner foil pack had no hologram.,8.48,12.0,3.52,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-F1E6F500,2024-12-12,3.078556,101.533274,MED-C029044A,,Patient hospitalised after consumption; batch number not in national registry.,4.43,9.0,13.57,False,Kulim,Kulim,Kedah,09000
CMP-76134DD7,2023-10-01,3.043728,101.444775,MED-48A0F963,,Outer box appeared genuine but inner foil pack had no hologram.,4.22,12.0,19.78,False,Manjung,Seri Manjung,Perak,32000
CMP-F75FF3DF,2022-01-27,2.193884,102.248362,MED-99B74A7E,,Packaging seal already broken upon purchase.,8.58,25.0,41.42,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-CAE47B6D,2024-06-12,2.769697,101.924583,MED-D0A5410E,FAC-B2831513,Unusual smell and texture; patient developed a rash after use.,2.71,4.0,1.29,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-409CF32D,2024-06-06,5.451106,100.293042,MED-28EB3902,FAC-0A5D8A94,Price was 60% below standard — suspect adulterated product.,34.89,55.0,20.11,False,Seberang Perai,Perai,Penang,13600
CMP-7E79422F,2023-04-14,6.138987,100.366373,MED-FB58034C,FAC-E691F464,Price was 60% below standard — suspect adulterated product.,28.24,22.0,6.24,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-8A69E62D,2022-08-08,2.196303,102.247732,MED-BFB0E7CA,,Blister pack labelling inconsistent with MOH-registered product.,10.72,30.0,49.28,False,Puchong,Puchong,Selangor,47100
CMP-B58B384D,2023-11-22,2.15939,102.207795,MED-B71DF9FF,FAC-19FADAF6,Expiry date appears tampered — original date scratched off.,6.58,6.5,0.08,False,Melaka Tengah,Melaka,Melaka,75000
CMP-FD02D710,2022-04-30,3.046019,101.443453,MED-28EB3902,,Unusual smell and texture; patient developed a rash after use.,40.29,55.0,69.71,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-0B467077,2023-10-25,1.463292,103.758572,MED-B85A6ED2,,Patient hospitalised after consumption; batch number not in national registry.,3.74,5.5,7.26,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-0B89E378,2024-01-14,5.422173,100.340327,MED-87F56986,,Tablet colour differs from usual; patient experienced no relief.,3.14,8.0,12.86,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-4149068D,2022-03-10,2.738357,101.911485,MED-B85A6ED2,FAC-8AE744B9,Multiple neighbours bought same batch; all reported ineffectiveness.,4.01,5.5,1.49,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-542FD5B7,2022-01-13,3.098933,101.697614,MED-0A195B42,FAC-44382B09,Outer box appeared genuine but inner foil pack had no hologram.,8.33,14.0,5.67,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-96E2E69F,2023-05-04,5.423622,100.341567,MED-FB58034C,,Medicine purchased from street vendor near the market.,7.99,22.0,36.01,True,Georgetown,Georgetown,Penang,10000
CMP-CEF83349,2024-02-04,3.162308,101.701812,MED-99B74A7E,,Expiry date appears tampered — original date scratched off.,13.03,25.0,36.97,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-DD8EFB3B,2024-04-03,3.077342,101.527842,MED-80150E17,,Online purchase via Telegram; seller account now deleted.,13.32,18.0,22.68,False,Manjung,Seri Manjung,Perak,32000
CMP-25FDB772,2024-09-17,2.736354,101.909394,MED-A2FD86E4,FAC-8AE744B9,Unusual smell and texture; patient developed a rash after use.,20.84,22.0,1.16,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-C2B005C5,2022-08-02,6.086066,100.328808,MED-D0A5410E,FAC-F1874C81,Online purchase via Telegram; seller account now deleted.,4.05,4.0,0.05,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-31F302C1,2022-09-11,3.08232,101.530723,MED-0A195B42,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,6.24,14.0,21.76,True,Kulai,Kulai,Johor,81000
CMP-03764DD1,2022-02-19,4.590332,101.079532,MED-F1BD0EC9,,Price was 60% below standard — suspect adulterated product.,3.85,8.5,13.15,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-DA6E7F29,2022-09-11,3.147211,101.65044,MED-A2FD86E4,FAC-8B877AB2,Outer box appeared genuine but inner foil pack had no hologram.,22.18,22.0,0.18,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-674A2E85,2024-03-20,2.75533,101.931353,MED-D0A5410E,FAC-8F026DD1,Expiry date appears tampered — original date scratched off.,3.28,4.0,0.72,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-3962B236,2024-08-16,5.646247,100.486083,MED-0A195B42,,Packaging seal already broken upon purchase.,5.27,14.0,22.73,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-3D8F03F9,2024-05-13,1.459888,103.761981,MED-48A0F963,,Tablet colour differs from usual; patient experienced no relief.,3.75,12.0,20.25,False,Skudai,Johor Bahru,Johor,81300
CMP-2B6B6E07,2022-09-05,3.165586,101.696112,MED-FB58034C,,No improvement after full course; lab test confirmed inactive ingredient.,12.78,22.0,31.22,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-A3600D38,2024-01-02,2.687356,101.967891,MED-87F56986,FAC-A3606986,Packaging seal already broken upon purchase.,10.09,8.0,2.09,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-81AD8B54,2023-08-19,2.685899,101.968011,MED-B85A6ED2,FAC-A3606986,Outer box appeared genuine but inner foil pack had no hologram.,5.17,5.5,0.33,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-473DC97F,2022-07-23,3.165124,101.698899,MED-C029044A,,Packaging seal already broken upon purchase.,5.57,9.0,12.43,False,Jasin,Jasin,Melaka,77000
CMP-EA8EDDF1,2023-09-04,5.648937,100.489253,MED-A2FD86E4,,No improvement after full course; lab test confirmed inactive ingredient.,11.76,22.0,32.24,True,Manjung,Seri Manjung,Perak,32000
CMP-D0BB73EC,2022-04-08,2.727548,101.944165,MED-C029044A,,Barcode does not scan; product unverifiable in MOH system.,6.11,9.0,11.89,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-B6D7E9D9,2023-07-09,2.196017,102.24625,MED-48A0F963,,Barcode does not scan; product unverifiable in MOH system.,7.34,12.0,16.66,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-9AD7066F,2024-10-03,2.195151,102.2476,MED-D0A5410E,,Expiry date appears tampered — original date scratched off.,2.2,4.0,5.8,True,Taiping,Taiping,Perak,34000
CMP-6CC91DBE,2023-08-04,3.042755,101.445991,MED-B036DD9C,,Packaging seal already broken upon purchase.,49.87,95.0,140.13,False,Melaka Tengah,Melaka,Melaka,75000
CMP-CF2DFC1D,2023-05-21,3.160994,101.701438,MED-28EB3902,,Expiry date appears tampered — original date scratched off.,28.63,55.0,81.37,False,Langkawi,Kuah,Kedah,07000
CMP-A2A5E582,2023-11-29,3.03984,101.495891,MED-59EB08A3,FAC-2D52E3F2,Seller refused to provide receipt; medicine stored without refrigeration.,13.74,12.0,1.74,True,Puchong,Puchong,Selangor,47100
CMP-420EC260,2022-05-20,2.194216,102.250049,MED-99B74A7E,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,11.46,25.0,38.54,False,Seberang Perai,Perai,Penang,13600
CMP-C63EC9AF,2022-08-22,3.042072,101.445825,MED-D0A5410E,,Medicine purchased from street vendor near the market.,2.7,4.0,5.3,False,Shah Alam,Shah Alam,Selangor,40000
CMP-CA0FC830,2023-02-19,3.046336,101.44281,MED-87F56986,,No improvement after full course; lab test confirmed inactive ingredient.,5.79,8.0,10.21,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-5BAA056D,2022-05-14,3.166359,101.699608,MED-28EB3902,,Packaging seal already broken upon purchase.,30.49,55.0,79.51,True,Subang Jaya,Subang Jaya,Selangor,47500
CMP-CDA0301E,2024-12-23,5.449509,100.290934,MED-C029044A,FAC-0A5D8A94,No improvement after full course; lab test confirmed inactive ingredient.,9.95,9.0,0.95,True,Seberang Perai,Perai,Penang,13600
CMP-47AA0BB1,2024-12-06,2.135649,102.242391,MED-A2FD86E4,FAC-5FB1305A,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,25.23,22.0,3.23,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-7F5077D8,2023-01-10,2.748952,101.978532,MED-48A0F963,FAC-0CCF18D7,Outer box appeared genuine but inner foil pack had no hologram.,13.32,12.0,1.32,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-5E7C2E5A,2022-10-23,3.100317,101.696066,MED-BFB0E7CA,FAC-44382B09,Unusual smell and texture; patient developed a rash after use.,22.08,30.0,7.92,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-B1310B3A,2024-01-04,3.078506,101.526826,MED-A2FD86E4,,Outer box appeared genuine but inner foil pack had no hologram.,14.02,22.0,29.98,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-3BB74014,2024-03-25,5.44701,100.304075,MED-99B74A7E,FAC-AD254158,Medicine purchased from street vendor near the market.,18.67,25.0,6.33,True,Georgetown,Georgetown,Penang,10000
CMP-C12E6D1B,2023-03-11,4.589368,101.079524,MED-48A0F963,,Seller refused to provide receipt; medicine stored without refrigeration.,4.32,12.0,19.68,True,Langkawi,Kuah,Kedah,07000
CMP-A6BE2EDA,2024-08-27,2.196078,102.249785,MED-48A0F963,,Price was 60% below standard — suspect adulterated product.,8.26,12.0,15.74,False,Seberang Perai,Perai,Penang,13600
CMP-1C6E2EBF,2022-11-11,3.0433,101.443395,MED-FB58034C,,Blister pack labelling inconsistent with MOH-registered product.,13.67,22.0,30.33,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-FF511426,2024-06-03,4.591945,101.080614,MED-87F56986,,Expiry date appears tampered — original date scratched off.,2.58,8.0,13.42,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-8EEBFB3C,2022-01-05,3.045872,101.441623,MED-F1BD0EC9,,Patient hospitalised after consumption; batch number not in national registry.,6.05,8.5,10.95,False,Kulai,Kulai,Johor,81000
